loan_status,loan_amnt,term,int_rate,installment,emp_length,is_mortgage,is_rent,is_own,is_any,is_other,annual_inc,verification_status,is_verified,is_not_verified,is_source_verified,issue_d,dti,fico_range_low,fico_range_high,open_acc,pub_rec,revol_bal,revol_util,mort_acc,pub_rec_bankruptcies,age,pay_status,id_x,name_x,id_y,name_y,id_x,name_x,id_y,name_y
0,24000.0,36,6.72,737.99,0.0,0,1,0,0,0,0,Verified,1,0,0,2017-01-12 00:00:00,19.94,750.0,754,9,0,22091,19.0,0.0,0.0,43,2,2,RENT,,,,,3,A3
0,15000.0,36,5.32,451.73,10.0,1,0,0,0,0,0,Not Verified,0,1,0,2017-01-02 00:00:00,25.18,770.0,774,11,0,24746,23.9,2.0,0.0,41,0,1,MORTGAGE,,,,,1,A1
1,6450.0,36,15.59,225.46,1.0,0,1,0,0,0,0,Source Verified,0,0,1,2016-01-09 00:00:00,10.98,,669,10,0,2053,33.1,0.0,0.0,28,0,2,RENT,,,,,15,C5
0,16000.0,60,12.88,363.07,10.0,1,0,0,0,0,0,Source Verified,0,0,1,2016-01-01 00:00:00,22.22,685.0,689,7,0,6958,98.0,4.0,0.0,39,0,1,MORTGAGE,,,,,12,C2
0,35000.0,36,9.17,1115.77,10.0,1,0,0,0,0,0,Verified,1,0,0,2014-01-10 00:00:00,13.83,,774,7,0,5421,22.9,4.0,0.0,34,0,1,MORTGAGE,,,,,6,B1
1,7000.0,36,16.02,246.17,10.0,0,1,0,0,0,0,Source Verified,0,0,1,2017-01-11 00:00:00,17.86,665.0,669,8,1,6668,38.1,3.0,1.0,30,-1,2,RENT,,,,,15,C5
0,16000.0,36,7.89,500.58,10.0,0,1,0,0,0,0,Source Verified,0,0,1,2015-01-10 00:00:00,22.12,,704,14,0,19489,58.4,0.0,0.0,48,0,2,RENT,,,,,5,A5
1,30000.0,60,19.99,794.65,10.0,1,0,0,0,0,0,Verified,1,0,0,2014-01-04 00:00:00,24.45,,684,22,0,37051,79.3,1.0,0.0,43,1,1,MORTGAGE,,,,,21,E1
0,4800.0,36,12.88,161.46,10.0,0,1,0,0,0,0,Not Verified,0,1,0,2016-01-01 00:00:00,26.56,690.0,694,7,1,1362,90.8,2.0,0.0,42,0,2,RENT,,,,,12,C2
0,12000.0,36,6.99,370.48,10.0,1,0,0,0,0,0,Source Verified,0,0,1,2015-01-01 00:00:00,19.44,780.0,784,19,0,13935,14.3,5.0,0.0,39,-1,1,MORTGAGE,,,,,3,A3
0,8000.0,36,11.49,263.78,3.0,1,0,0,0,0,0,Source Verified,0,0,1,2017-01-04 00:00:00,14.77,665.0,669,15,0,17853,46.9,2.0,0.0,30,0,1,MORTGAGE,,,,,10,B5
0,25000.0,36,7.35,775.94,3.0,1,0,0,0,0,0,Not Verified,0,1,0,2017-01-07 00:00:00,13.6,710.0,714,15,0,62640,20.9,4.0,0.0,23,0,1,MORTGAGE,,,,,4,A4
1,15000.0,60,19.52,393.42,10.0,0,1,0,0,0,0,Verified,1,0,0,2014-01-09 00:00:00,35.62,665.0,669,28,0,23596,67.0,0.0,0.0,33,0,2,RENT,,,,,22,E2
1,28000.0,36,11.53,923.73,8.0,1,0,0,0,0,0,Verified,1,0,0,2015-01-08 00:00:00,12.94,,664,6,0,341671,100.0,5.0,0.0,40,0,1,MORTGAGE,,,,,10,B5
0,12000.0,36,7.62,373.94,10.0,0,1,0,0,0,0,Not Verified,0,1,0,2012-01-05 00:00:00,5.2,740.0,744,6,0,7891,39.9,0.0,0.0,34,-1,2,RENT,,,,,3,A3
0,14000.0,60,12.62,315.83,3.0,0,1,0,0,0,0,Not Verified,0,1,0,2017-01-06 00:00:00,21.77,725.0,729,9,0,13119,66.6,0.0,0.0,51,2,2,RENT,,,,,11,C1
0,8000.0,36,14.47,275.26,6.0,0,1,0,0,0,0,Source Verified,0,0,1,2014-01-01 00:00:00,26.27,705.0,709,12,0,10583,45.0,5.0,0.0,60,1,2,RENT,,,,,12,C2
1,12000.0,60,16.99,298.17,10.0,1,0,0,0,0,0,Source Verified,0,0,1,2015-01-09 00:00:00,15.4,685.0,689,9,0,7868,29.9,0.0,0.0,28,0,1,MORTGAGE,,,,,18,D3
0,20000.0,36,6.39,611.98,8.0,1,0,0,0,0,0,Source Verified,0,0,1,2015-01-02 00:00:00,10.6,750.0,754,15,0,30263,29.8,7.0,0.0,38,0,1,MORTGAGE,,,,,2,A2
0,15000.0,60,13.59,345.85,3.0,1,0,0,0,0,0,Verified,1,0,0,2017-01-11 00:00:00,25.38,665.0,669,14,0,11805,73.0,3.0,0.0,50,0,1,MORTGAGE,,,,,12,C2
0,25000.0,36,12.99,842.23,10.0,1,0,0,0,0,0,Source Verified,0,0,1,2014-01-10 00:00:00,25.16,665.0,669,8,0,10998,90.1,7.0,0.0,25,1,1,MORTGAGE,,,,,11,C1
0,25000.0,36,12.99,842.23,7.0,1,0,0,0,0,0,Source Verified,0,0,1,2014-01-06 00:00:00,12.53,670.0,674,13,0,21534,40.3,11.0,0.0,23,0,1,MORTGAGE,,,,,11,C1
0,6000.0,36,12.74,201.42,5.0,0,1,0,0,0,0,Source Verified,0,0,1,2016-01-12 00:00:00,8.97,685.0,689,9,0,5502,26.1,0.0,0.0,41,-1,2,RENT,,,,,11,C1
0,15000.0,36,8.18,471.3,4.0,0,1,0,0,0,0,Not Verified,0,1,0,2015-01-10 00:00:00,21.99,715.0,719,15,0,19740,37.1,0.0,0.0,25,-1,2,RENT,,,,,6,B1
0,3600.0,36,8.9,114.32,7.0,1,0,0,0,0,0,Source Verified,0,0,1,2013-01-08 00:00:00,8.37,720.0,724,8,0,55955,73.4,2.0,0.0,52,1,1,MORTGAGE,,,,,5,A5
0,20000.0,36,11.47,659.24,10.0,0,1,0,0,0,0,Source Verified,0,0,1,2016-01-02 00:00:00,8.54,675.0,679,6,0,7733,53.7,3.0,0.0,31,1,2,RENT,,,,,10,B5
0,3000.0,36,16.59,106.35,0.0,0,1,0,0,0,0,Verified,1,0,0,2016-01-01 00:00:00,9.69,670.0,674,9,0,9255,46.5,0.0,0.0,43,3,2,RENT,,,,,17,D2
0,12000.0,36,8.24,377.37,9.0,1,0,0,0,0,0,Not Verified,0,1,0,2017-01-01 00:00:00,10.95,730.0,734,10,0,9597,35.7,1.0,0.0,33,-1,1,MORTGAGE,,,,,6,B1
0,18000.0,36,7.89,563.15,10.0,1,0,0,0,0,0,Source Verified,0,0,1,2015-01-11 00:00:00,20.71,,689,16,0,14182,71.3,3.0,0.0,50,-1,1,MORTGAGE,,,,,5,A5
1,10000.0,36,15.31,348.18,10.0,1,0,0,0,0,0,Not Verified,0,1,0,2013-01-01 00:00:00,9.78,715.0,719,9,0,8470,78.4,1.0,0.0,32,0,1,MORTGAGE,,,,,12,C2
0,9000.0,36,11.49,296.75,9.0,0,1,0,0,0,0,Not Verified,0,1,0,2017-01-04 00:00:00,14.83,665.0,669,6,2,1619,20.5,0.0,2.0,45,2,2,RENT,,,,,10,B5
0,16800.0,36,15.65,587.77,1.0,0,1,0,0,0,0,Not Verified,0,1,0,2010-01-01 00:00:00,23.65,670.0,674,9,0,19333,61.2,0.0,0.0,23,0,2,RENT,,,,,19,D4
0,8000.0,36,6.49,245.16,10.0,0,0,1,0,0,0,Not Verified,0,1,0,2016-01-03 00:00:00,17.64,,809,3,0,2306,14.0,1.0,0.0,30,3,3,OWN,,,,,2,A2
0,8600.0,36,12.39,287.25,,1,0,0,0,0,0,Verified,1,0,0,2014-01-12 00:00:00,21.9,700.0,704,11,0,19852,73.6,7.0,0.0,28,2,1,MORTGAGE,,,,,11,C1
0,35000.0,60,27.49,1079.02,4.0,0,0,1,0,0,0,Verified,1,0,0,2016-01-06 00:00:00,13.07,670.0,674,12,1,13734,66.3,1.0,1.0,27,0,3,OWN,,,,,29,F4
0,6000.0,36,18.75,219.18,2.0,0,1,0,0,0,0,Verified,1,0,0,2013-01-02 00:00:00,5.26,665.0,669,6,1,29,0.4,4.0,1.0,33,0,2,RENT,,,,,18,D3
0,21150.0,36,19.03,775.6,10.0,1,0,0,0,0,0,Not Verified,0,1,0,2017-01-07 00:00:00,26.79,670.0,674,9,0,33959,62.8,3.0,0.0,29,2,1,MORTGAGE,,,,,18,D3
0,12000.0,60,13.18,274.15,7.0,1,0,0,0,0,0,Not Verified,0,1,0,2015-01-11 00:00:00,33.68,,684,11,0,24469,85.9,3.0,0.0,36,0,1,MORTGAGE,,,,,13,C3
0,4800.0,36,9.99,154.86,10.0,1,0,0,0,0,0,Verified,1,0,0,2015-01-05 00:00:00,6.18,750.0,754,16,0,4266,17.9,2.0,0.0,28,1,1,MORTGAGE,,,,,8,B3
0,12000.0,36,11.48,395.6,10.0,0,1,0,0,0,0,Not Verified,0,1,0,2015-01-12 00:00:00,11.23,,664,16,1,10139,82.0,0.0,1.0,29,0,2,RENT,,,,,10,B5
0,5000.0,36,5.32,150.58,,1,0,0,0,0,0,Not Verified,0,1,0,2016-01-02 00:00:00,21.45,715.0,719,11,0,3407,12.9,2.0,0.0,36,0,1,MORTGAGE,,,,,1,A1
0,4000.0,36,17.86,144.33,0.0,0,0,1,0,0,0,Source Verified,0,0,1,2015-01-08 00:00:00,7.31,,689,12,0,6389,42.3,0.0,0.0,22,0,3,OWN,,,,,20,D5
0,28000.0,36,9.17,892.61,6.0,1,0,0,0,0,0,Source Verified,0,0,1,2014-01-06 00:00:00,16.61,700.0,704,17,0,69749,79.5,6.0,0.0,24,0,1,MORTGAGE,,,,,6,B1
0,9600.0,36,12.74,322.27,10.0,0,1,0,0,0,0,Not Verified,0,1,0,2017-01-01 00:00:00,33.34,730.0,734,15,0,7728,22.7,0.0,0.0,31,1,2,RENT,,,,,11,C1
1,12000.0,36,9.99,387.15,10.0,1,0,0,0,0,0,Source Verified,0,0,1,2015-01-04 00:00:00,36.34,665.0,669,22,0,24153,67.1,0.0,0.0,33,2,1,MORTGAGE,,,,,8,B3
0,26400.0,36,17.99,954.3,0.0,0,0,1,0,0,0,Source Verified,0,0,1,2016-01-11 00:00:00,12.46,,674,21,0,29247,56.9,2.0,0.0,36,2,3,OWN,,,,,17,D2
0,11400.0,60,15.61,274.87,6.0,1,0,0,0,0,0,Not Verified,0,1,0,2015-01-02 00:00:00,34.97,730.0,734,23,1,29424,36.3,3.0,0.0,37,0,1,MORTGAGE,,,,,16,D1
1,10000.0,36,6.72,307.5,2.0,0,1,0,0,0,0,Verified,1,0,0,2017-01-12 00:00:00,0.46,,794,11,0,420,0.9,0.0,0.0,43,1,2,RENT,,,,,3,A3
0,8000.0,36,14.09,273.78,8.0,0,1,0,0,0,0,Verified,1,0,0,2011-01-01 00:00:00,7.68,675.0,679,6,0,28579,96.2,0.0,0.0,31,1,2,RENT,,,,,16,D1
0,5400.0,36,8.39,170.19,10.0,0,1,0,0,0,0,Not Verified,0,1,0,2014-01-07 00:00:00,27.48,,669,11,0,1254,14.9,0.0,0.0,40,-2,2,RENT,,,,,5,A5
0,20000.0,36,7.89,625.72,10.0,0,0,1,0,0,0,Not Verified,0,1,0,2016-01-04 00:00:00,7.77,,709,7,0,20603,53.8,3.0,0.0,30,3,3,OWN,,,,,5,A5
0,8500.0,36,14.65,293.21,0.0,0,1,0,0,0,0,Source Verified,0,0,1,2012-01-04 00:00:00,10.34,,669,11,0,5855,82.5,0.0,0.0,44,-1,2,RENT,,,,,12,C2
0,13100.0,36,9.16,417.56,10.0,1,0,0,0,0,0,Not Verified,0,1,0,2016-01-03 00:00:00,28.15,730.0,734,16,0,20898,35.7,3.0,0.0,42,0,1,MORTGAGE,,,,,7,B2
0,2825.0,36,19.99,104.98,3.0,0,1,0,0,0,0,Verified,1,0,0,2016-01-07 00:00:00,6.6,755.0,759,5,0,1056,13.4,0.0,0.0,41,0,2,RENT,,,,,19,D4
1,21000.0,60,14.99,499.48,10.0,0,1,0,0,0,0,Source Verified,0,0,1,2017-01-04 00:00:00,10.92,,669,8,0,12392,54.4,0.0,0.0,43,1,2,RENT,,,,,14,C4
1,35000.0,60,18.99,907.73,4.0,1,0,0,0,0,0,Verified,1,0,0,2014-01-05 00:00:00,22.29,665.0,669,12,0,20826,87.9,3.0,0.0,46,1,1,MORTGAGE,,,,,21,E1
0,22000.0,60,16.02,535.24,9.0,1,0,0,0,0,0,Source Verified,0,0,1,2017-01-10 00:00:00,11.82,,719,10,0,19639,62.7,5.0,0.0,41,-1,1,MORTGAGE,,,,,15,C5
0,11475.0,36,11.99,381.08,10.0,1,0,0,0,0,0,Source Verified,0,0,1,2013-01-11 00:00:00,12.23,695.0,699,13,0,7929,39.8,2.0,0.0,34,1,1,MORTGAGE,,,,,8,B3
0,16000.0,36,7.39,496.9,4.0,1,0,0,0,0,0,Not Verified,0,1,0,2016-01-06 00:00:00,15.97,770.0,774,6,0,10530,29.6,3.0,0.0,35,-1,1,MORTGAGE,,,,,4,A4
0,15000.0,36,14.07,513.18,3.0,0,1,0,0,0,0,Source Verified,0,0,1,2018-01-05 00:00:00,3.89,,719,3,0,2765,32.5,0.0,0.0,30,1,2,RENT,,,,,13,C3
0,20000.0,36,13.67,680.36,4.0,0,1,0,0,0,0,Verified,1,0,0,2016-01-05 00:00:00,21.62,,699,21,0,9049,26.8,0.0,0.0,28,-2,2,RENT,,,,,13,C3
1,12000.0,36,11.99,398.52,10.0,0,1,0,0,0,0,Source Verified,0,0,1,2017-01-07 00:00:00,29.77,740.0,744,12,0,13362,37.4,0.0,0.0,43,1,2,RENT,,,,,10,B5
1,15000.0,36,6.72,461.24,5.0,0,1,0,0,0,0,Not Verified,0,1,0,2018-01-01 00:00:00,16.45,720.0,724,7,0,59,0.2,0.0,0.0,39,1,2,RENT,,,,,3,A3
0,16800.0,60,9.75,354.89,2.0,1,0,0,0,0,0,Not Verified,0,1,0,2016-01-06 00:00:00,13.7,740.0,744,12,1,14962,28.9,3.0,1.0,37,1,1,MORTGAGE,,,,,8,B3
1,24850.0,60,17.86,629.14,10.0,1,0,0,0,0,0,Verified,1,0,0,2015-01-07 00:00:00,31.85,715.0,719,16,0,29763,77.5,2.0,0.0,30,-2,1,MORTGAGE,,,,,20,D5
0,15000.0,36,7.9,469.36,10.0,0,1,0,0,0,0,Not Verified,0,1,0,2012-01-02 00:00:00,10.39,725.0,729,6,0,14343,81.0,0.0,0.0,54,0,2,RENT,,,,,4,A4
1,4000.0,36,9.43,128.01,,0,1,0,0,0,0,Not Verified,0,1,0,2018-01-04 00:00:00,10.86,665.0,669,11,1,2093,6.4,0.0,1.0,31,0,2,RENT,,,,,6,B1
0,23000.0,36,6.68,706.82,2.0,0,1,0,0,0,0,Source Verified,0,0,1,2015-01-04 00:00:00,20.09,710.0,714,10,0,23377,39.7,5.0,0.0,28,0,2,RENT,,,,,3,A3
0,8000.0,36,9.17,255.04,,0,0,1,0,0,0,Verified,1,0,0,2015-01-05 00:00:00,4.05,675.0,679,3,0,3060,92.7,3.0,0.0,22,0,3,OWN,,,,,7,B2
1,32000.0,60,26.24,962.65,1.0,0,1,0,0,0,0,Verified,1,0,0,2017-01-04 00:00:00,19.42,670.0,674,8,1,16733,90.9,0.0,1.0,44,1,2,RENT,,,,,25,E5
0,16750.0,36,16.99,597.1,,0,1,0,0,0,0,Verified,1,0,0,2015-01-02 00:00:00,32.91,665.0,669,13,0,19307,72.0,1.0,0.0,31,2,2,RENT,,,,,18,D3
0,9250.0,36,24.74,366.51,7.0,1,0,0,0,0,0,Source Verified,0,0,1,2016-01-12 00:00:00,26.79,,689,11,0,4486,51.0,1.0,0.0,26,0,1,MORTGAGE,,,,,23,E3
0,14000.0,60,15.61,337.56,3.0,0,1,0,0,0,0,Source Verified,0,0,1,2013-01-12 00:00:00,19.53,680.0,684,11,0,17439,68.4,0.0,0.0,22,0,2,RENT,,,,,13,C3
0,20000.0,36,14.33,686.77,5.0,1,0,0,0,0,0,Verified,1,0,0,2012-01-11 00:00:00,13.96,705.0,709,11,0,10984,53.6,1.0,0.0,33,1,1,MORTGAGE,,,,,11,C1
1,10500.0,60,14.85,248.97,,0,1,0,0,0,0,Verified,1,0,0,2015-01-12 00:00:00,13.42,665.0,669,9,1,10631,46.4,0.0,1.0,41,1,2,RENT,,,,,15,C5
0,15000.0,36,10.99,491.01,10.0,1,0,0,0,0,0,Source Verified,0,0,1,2015-01-04 00:00:00,5.77,700.0,704,6,0,5992,61.1,2.0,0.0,46,0,1,MORTGAGE,,,,,9,B4
0,1625.0,36,17.57,58.4,4.0,1,0,0,0,0,0,Verified,1,0,0,2014-01-10 00:00:00,0.42,675.0,679,3,0,1456,97.1,4.0,0.0,40,0,1,MORTGAGE,,,,,19,D4
0,8625.0,36,17.57,309.96,3.0,0,1,0,0,0,0,Source Verified,0,0,1,2015-01-05 00:00:00,31.87,735.0,739,9,0,3529,17.6,0.0,0.0,23,0,2,RENT,,,,,19,D4
0,20000.0,36,9.16,637.49,10.0,1,0,0,0,0,0,Source Verified,0,0,1,2016-01-05 00:00:00,26.12,685.0,689,5,0,18816,62.1,2.0,0.0,32,-2,1,MORTGAGE,,,,,7,B2
0,20000.0,36,10.99,654.68,3.0,0,1,0,0,0,0,Source Verified,0,0,1,2015-01-08 00:00:00,12.67,670.0,674,14,0,20838,35.7,0.0,0.0,34,0,2,RENT,,,,,9,B4
0,7200.0,36,6.24,219.83,5.0,0,1,0,0,0,0,Not Verified,0,1,0,2015-01-11 00:00:00,23.09,720.0,724,8,0,26798,78.8,0.0,0.0,43,0,2,RENT,,,,,2,A2
0,6225.0,36,9.67,199.91,2.0,1,0,0,0,0,0,Verified,1,0,0,2014-01-05 00:00:00,21.5,795.0,799,8,0,124,5.0,1.0,0.0,36,-1,1,MORTGAGE,,,,,6,B1
0,15000.0,36,15.99,527.29,4.0,1,0,0,0,0,0,Source Verified,0,0,1,2015-01-02 00:00:00,15.5,660.0,664,15,0,10438,48.8,0.0,0.0,46,0,1,MORTGAGE,,,,,17,D2
0,30000.0,36,12.99,1010.68,3.0,0,0,1,0,0,0,Source Verified,0,0,1,2013-01-10 00:00:00,19.01,745.0,749,18,0,18026,23.3,4.0,0.0,42,-2,3,OWN,,,,,9,B4
0,35000.0,36,10.91,1144.37,10.0,0,1,0,0,0,0,Verified,1,0,0,2017-01-10 00:00:00,15.53,725.0,729,14,0,19090,36.3,0.0,0.0,27,1,2,RENT,,,,,9,B4
0,-16000.0,36,7.26,495.94,3.0,1,0,0,0,0,0,Verified,1,0,0,2015-01-09 00:00:00,8.45,710.0,714,27,0,4996,14.0,1.0,0.0,35,-1,1,MORTGAGE,,,,,4,A4
0,15000.0,60,17.09,373.52,8.0,0,1,0,0,0,0,Not Verified,0,1,0,2017-01-09 00:00:00,19.24,670.0,674,8,0,7215,35.4,1.0,0.0,27,0,2,RENT,,,,,16,D1
0,8000.0,36,9.49,256.23,1.0,1,0,0,0,0,0,Source Verified,0,0,1,2016-01-08 00:00:00,13.27,715.0,719,15,1,6851,28.8,7.0,0.0,26,-2,1,MORTGAGE,,,,,7,B2
0,-2500.0,36,9.17,79.7,2.0,1,0,0,0,0,0,Not Verified,0,1,0,2016-01-01 00:00:00,0.92,690.0,694,12,0,707,23.6,1.0,0.0,39,0,1,MORTGAGE,,,,,7,B2
1,12000.0,36,9.99,387.15,10.0,1,0,0,0,0,0,Verified,1,0,0,2015-01-07 00:00:00,27.71,710.0,714,20,0,18849,30.4,1.0,0.0,33,-1,1,MORTGAGE,,,,,8,B3
0,30000.0,60,14.99,713.55,2.0,0,1,0,0,0,0,Verified,1,0,0,2014-01-09 00:00:00,22.86,,734,12,0,39743,44.6,3.0,0.0,30,0,2,RENT,,,,,15,C5
1,11500.0,36,6.03,350.01,1.0,1,0,0,0,0,0,Source Verified,0,0,1,2011-01-10 00:00:00,24.3,760.0,764,8,0,13205,36.5,0.0,0.0,38,0,1,MORTGAGE,,,,,1,A1
0,11675.0,36,7.39,362.58,6.0,1,0,0,0,0,0,Source Verified,0,0,1,2016-01-04 00:00:00,4.05,750.0,754,4,0,7509,48.4,0.0,0.0,47,0,1,MORTGAGE,,,,,4,A4
0,12600.0,36,10.15,407.46,4.0,1,0,0,0,0,0,Not Verified,0,1,0,2014-01-10 00:00:00,10.54,705.0,709,6,0,6,0.1,1.0,0.0,28,-2,1,MORTGAGE,,,,,7,B2
0,2500.0,36,7.62,77.91,8.0,0,1,0,0,0,0,Not Verified,0,1,0,2012-01-08 00:00:00,21.68,725.0,729,9,1,1221,13.6,0.0,1.0,34,-1,2,RENT,,,,,3,A3
0,20000.0,60,13.59,461.13,3.0,1,0,0,0,0,0,Not Verified,0,1,0,2017-01-10 00:00:00,13.62,730.0,734,6,0,21201,90.2,3.0,0.0,29,2,1,MORTGAGE,,,,,12,C2
1,32000.0,36,8.24,1006.32,7.0,1,0,0,0,0,0,Verified,1,0,0,2016-01-11 00:00:00,17.77,665.0,669,22,0,26057,45.8,2.0,0.0,38,-1,1,MORTGAGE,,,,,6,B1
1,29900.0,36,13.99,1021.77,9.0,0,1,0,0,0,0,Verified,1,0,0,2016-01-10 00:00:00,25.55,680.0,684,13,1,18752,34.7,0.0,0.0,29,0,2,RENT,,,,,13,C3
0,22000.0,36,14.65,758.88,10.0,1,0,0,0,0,0,Source Verified,0,0,1,2015-01-07 00:00:00,37.75,,724,12,0,29712,55.1,2.0,0.0,46,0,1,MORTGAGE,,,,,15,C5
0,21200.0,36,18.25,769.1,2.0,1,0,0,0,0,0,Source Verified,0,0,1,2015-01-04 00:00:00,17.7,690.0,694,10,0,15527,59.5,3.0,0.0,44,2,1,MORTGAGE,,,,,21,E1
0,20000.0,36,10.42,649.3,10.0,1,0,0,0,0,0,Source Verified,0,0,1,2017-01-06 00:00:00,14.01,,684,12,0,22387,41.8,1.0,0.0,41,0,1,MORTGAGE,,,,,8,B3
0,9600.0,36,12.79,322.5,1.0,1,0,0,0,0,0,Source Verified,0,0,1,2016-01-08 00:00:00,24.68,670.0,674,6,0,10053,70.3,0.0,0.0,23,-2,1,MORTGAGE,,,,,11,C1
1,9750.0,36,15.1,338.47,3.0,0,1,0,0,0,0,Not Verified,0,1,0,2013-01-11 00:00:00,12.45,670.0,674,15,0,10784,62.0,0.0,0.0,42,1,2,RENT,,,,,12,C2
0,3000.0,36,17.49,107.7,10.0,1,0,0,0,0,0,Not Verified,0,1,0,2011-01-07 00:00:00,24.48,,664,8,0,21546,95.8,0.0,0.0,30,-1,1,MORTGAGE,,,,,20,D5
0,15000.0,60,17.57,377.41,7.0,0,0,1,0,0,0,Not Verified,0,1,0,2015-01-04 00:00:00,25.05,660.0,664,26,1,14549,67.7,1.0,1.0,39,-1,3,OWN,,,,,19,D4
0,17000.0,36,13.99,580.94,7.0,1,0,0,0,0,0,Not Verified,0,1,0,2017-01-01 00:00:00,3.58,,734,9,0,12901,22.9,0.0,0.0,32,0,1,MORTGAGE,,,,,13,C3
0,3500.0,36,7.26,108.49,9.0,1,0,0,0,0,0,Not Verified,0,1,0,2015-01-10 00:00:00,5.98,715.0,719,11,0,3935,22.2,4.0,0.0,38,0,1,MORTGAGE,,,,,4,A4
0,25000.0,60,21.85,688.35,2.0,0,1,0,0,0,0,Source Verified,0,0,1,2018-01-05 00:00:00,22.78,660.0,664,7,0,17049,79.3,4.0,0.0,43,2,2,RENT,,,,,20,D5
0,7000.0,36,6.92,215.89,2.0,0,0,1,0,0,0,Not Verified,0,1,0,2015-01-04 00:00:00,16.65,695.0,699,12,0,5619,42.2,2.0,0.0,33,0,3,OWN,,,,,4,A4
0,4200.0,36,17.56,150.92,5.0,0,1,0,0,0,0,Not Verified,0,1,0,2013-01-08 00:00:00,8.49,695.0,699,7,0,5473,40.2,0.0,0.0,34,0,2,RENT,,,,,16,D1
1,10000.0,36,11.14,328.06,6.0,0,0,1,0,0,0,Not Verified,0,1,0,2013-01-04 00:00:00,17.9,,699,19,0,37128,51.3,4.0,0.0,25,0,3,OWN,,,,,7,B2
0,8000.0,36,10.64,260.55,5.0,0,1,0,0,0,0,Source Verified,0,0,1,2015-01-12 00:00:00,5.62,670.0,674,11,0,6143,45.8,0.0,0.0,24,2,2,RENT,,,,,9,B4
0,35000.0,36,7.26,1084.87,4.0,1,0,0,0,0,0,Verified,1,0,0,2015-01-12 00:00:00,6.28,695.0,699,8,0,130174,83.0,6.0,0.0,26,-1,1,MORTGAGE,,,,,4,A4
0,2500.0,36,7.07,77.28,10.0,0,1,0,0,0,0,Not Verified,0,1,0,2017-01-08 00:00:00,18.74,765.0,769,16,0,5928,13.9,1.0,0.0,28,0,2,RENT,,,,,2,A2
0,2000.0,36,16.99,71.3,6.0,1,0,0,0,0,0,Source Verified,0,0,1,2015-01-04 00:00:00,14.89,675.0,679,10,0,4899,71.0,4.0,0.0,37,2,1,MORTGAGE,,,,,18,D3
0,23725.0,36,14.49,816.53,9.0,1,0,0,0,0,0,Verified,1,0,0,2014-01-08 00:00:00,23.7,690.0,694,10,0,44831,79.5,3.0,0.0,21,0,1,MORTGAGE,,,,,14,C4
0,20000.0,60,13.99,465.27,6.0,1,0,0,0,0,0,Not Verified,0,1,0,2016-01-11 00:00:00,24.14,675.0,679,11,0,16471,62.4,1.0,0.0,47,0,1,MORTGAGE,,,,,13,C3
0,8000.0,36,8.49,252.51,10.0,0,0,1,0,0,0,Not Verified,0,1,0,2016-01-01 00:00:00,25.17,,709,7,0,11833,71.7,2.0,0.0,23,0,3,OWN,,,,,6,B1
1,8000.0,60,15.81,193.74,8.0,1,0,0,0,0,0,Verified,1,0,0,2012-01-03 00:00:00,10.46,700.0,704,7,1,3703,36.0,1.0,1.0,24,-2,1,MORTGAGE,,,,,14,C4
0,3075.0,36,13.99,105.09,0.0,0,1,0,0,0,0,Source Verified,0,0,1,2015-01-10 00:00:00,21.92,685.0,689,10,0,7255,89.3,0.0,0.0,50,0,2,RENT,,,,,14,C4
0,20000.0,36,12.85,672.44,4.0,0,1,0,0,0,0,Source Verified,0,0,1,2014-01-01 00:00:00,19.44,690.0,694,11,0,6542,33.9,0.0,0.0,38,0,2,RENT,,,,,9,B4
0,20000.0,60,17.1,498.13,10.0,1,0,0,0,0,0,Verified,1,0,0,2013-01-10 00:00:00,27.06,705.0,709,9,0,32565,85.0,3.0,0.0,29,2,1,MORTGAGE,,,,,15,C5
1,2000.0,36,18.06,72.37,1.0,0,1,0,0,0,0,Source Verified,0,0,1,2017-01-09 00:00:00,18.1,680.0,684,11,0,36377,70.9,2.0,0.0,38,2,2,RENT,,,,,17,D2
0,7000.0,36,8.39,220.62,9.0,0,1,0,0,0,0,Source Verified,0,0,1,2016-01-03 00:00:00,4.85,705.0,709,8,0,6741,48.5,0.0,0.0,36,-2,2,RENT,,,,,6,B1
0,11000.0,36,5.32,331.27,,1,0,0,0,0,0,Not Verified,0,1,0,2015-01-08 00:00:00,13.44,790.0,794,10,0,10637,23.0,6.0,0.0,41,0,1,MORTGAGE,,,,,1,A1
1,2800.0,36,13.18,94.59,7.0,1,0,0,0,0,0,Not Verified,0,1,0,2015-01-11 00:00:00,33.44,,719,13,0,6347,33.1,3.0,0.0,42,1,1,MORTGAGE,,,,,13,C3
1,10000.0,60,21.7,274.49,6.0,0,0,1,0,0,0,Verified,1,0,0,2013-01-11 00:00:00,28.08,,674,7,0,32323,98.8,3.0,0.0,30,-1,3,OWN,,,,,22,E2
0,12800.0,36,13.11,431.97,3.0,0,1,0,0,0,0,Not Verified,0,1,0,2013-01-05 00:00:00,15.21,710.0,714,10,1,13955,44.2,0.0,1.0,53,-1,2,RENT,,,,,9,B4
0,25000.0,36,6.24,763.28,4.0,0,1,0,0,0,0,Not Verified,0,1,0,2015-01-10 00:00:00,7.52,740.0,744,6,0,30227,76.3,2.0,0.0,23,0,2,RENT,,,,,2,A2
